p:4000,20000,6000,600,8000,4000,2000,8000,70
15050,0,0
15150,0,0
15250,0,0
15350,0,0
15450,0,0
15550,0,0
15650,0,0
15750,0,0
15850,0,0
15950,0,0
16050,0,0
16150,0,0
16368,0,0
16468,0,1
16568,0,1
16668,0,1
16768,1,2
16868,1,2
16968,1,2
17068,1,2
17194,1,2
17294,1,2
17394,1,2
17494,1,2
17594,1,2
17694,1,2
17794,1,2
17894,1,2
17994,1,2
18094,1,2
18194,1,2
18294,1,2
18394,1,2
18494,1,2
18594,1,2
18694,1,2
18794,1,2
18894,1,2
18994,1,2
19094,1,2
19194,1,2
19294,1,2
19394,1,2
19494,1,2
19594,1,2
19694,1,2
19794,1,2
19894,1,2
19994,1,2
20094,1,2
20194,1,2
20294,1,2
20394,1,2
20494,1,2
20594,1,2
20694,1,2
20794,1,2
20894,1,2
20994,1,2
21094,1,2
21194,1,2
21294,1,2
21394,1,2
21494,1,2
21594,1,2
21694,1,2
21794,1,2
21894,1,2
21994,1,2
22094,1,2
22194,1,2
22294,1,2
22394,1,2
22494,1,2
22594,1,2
22694,1,2
22794,1,2
22894,1,2
22994,1,2
23094,1,2
23194,1,2
23294,1,2
23394,1,2
23494,1,2
23594,1,2
23694,1,2
23794,1,2
23894,1,2
23994,1,2
24094,1,2
24194,1,2
24294,1,2
24394,1,2
24494,1,2
24594,1,2
24694,1,2
24794,1,2
24894,1,2
24994,1,2
25094,1,2
25194,1,2
25294,0,0
25394,0,0
25494,0,0
25594,0,0
25694,0,0
25794,0,0
25894,0,0
25994,0,0
26094,0,0
26194,0,0
26294,0,0
26394,0,0
26494,0,0
26594,0,0
26694,0,0
26794,0,0
26894,0,0
26994,0,0
27094,0,0
27194,0,0
27294,0,0
27394,0,0
27494,0,0
27594,0,0
27694,0,0
27794,0,0
27894,0,0
27994,0,0
28094,0,0
28194,0,0
28294,0,0
28394,0,0
28494,0,0
28594,0,0
28694,0,0
28794,0,0
28894,0,0
28994,0,0
29628,0,0
29728,0,1
29828,0,1
29928,0,1
30028,0,1
30128,0,1
30228,0,1
30328,0,1
30428,0,1
30528,0,1
30628,0,1
30728,0,1
30829,0,1
30929,0,1
31029,0,1
31128,0,1
31228,0,1
31328,0,1
31428,0,1
31528,0,1
31628,0,1
31728,0,1
31828,0,1
31928,0,1
32028,0,1
32128,0,1
32228,0,1
32328,0,1
32428,0,1
32528,0,1
32628,0,1
32728,0,1
32828,0,1
32928,0,1
33028,0,1
33128,0,1
33228,0,1
33328,0,1
33428,0,1
33528,0,1
33656,0,0
33756,0,0
33857,0,0
33957,0,0
34057,0,0
34157,0,0
34257,0,0
34357,0,0
34457,0,0
34557,0,0
34657,0,0
34757,0,0
34857,0,0
34957,0,0
35058,0,0
35158,0,0
35258,0,0
35358,0,0
35458,0,0
35558,0,0
35658,0,0
35758,0,0
35858,0,0
35958,0,0
36058,0,0
36158,0,0
36258,0,0
36358,0,0
36458,0,0
36558,0,0
36658,0,0
36758,0,0
36858,0,0
36958,0,0
37058,0,0
37158,0,0
37258,0,0
37358,0,0
37458,0,0
37558,0,0
37658,0,0
37758,0,0
37858,0,0
37958,0,0
38058,0,0
38158,0,0
38258,0,0
38358,0,0
38458,0,0
38558,0,0
38658,0,0
38758,0,0
38858,0,0
38958,0,0
39058,0,0
39158,0,0
39258,0,0
39358,0,0
39458,0,0
39558,0,0
39658,0,0
39758,0,0
39858,0,0
39958,0,0
40058,0,0
40158,0,0
40258,0,0
40358,0,0
40458,0,0
40558,0,0
40658,0,0
40758,0,0
40858,0,0
40958,0,0
41058,0,0
41158,0,0
41258,0,0
41358,0,0
41458,0,0
41558,0,0
41658,0,0
41758,0,0
41858,0,0
41958,0,0
42058,0,0
42158,0,0
42258,0,0
42358,0,0
42458,0,0
42558,0,0
42658,0,0
42758,0,0
42858,0,0
42958,0,0
43057,0,0
43157,0,0
43257,0,0
43357,0,0
43457,0,0
43557,0,0
43657,0,0
43757,0,0
43857,0,0
43957,0,0
44057,0,0
44157,0,0
44257,0,0
44357,0,0
44457,0,0
44557,0,0
44657,0,0
44757,0,0
44857,0,0
44957,0,0
45057,0,0
45157,0,0
45257,0,0
45357,0,0
45457,0,0
45557,0,0
45657,0,0
45757,0,0
45857,0,0
45957,0,0
46057,0,0
46157,0,0
46257,0,0
46357,0,0
46457,0,0
46557,0,0
46657,0,0
46757,0,0
46857,0,0
46957,0,0
47057,0,0
47157,0,0
47257,0,0
47357,0,0
47457,0,0
47557,0,0
47657,0,0
47757,0,0
47857,0,0
47957,0,0
48057,0,0
48157,0,0
48257,0,0
48357,0,0
48457,0,0
48557,0,0
48657,0,0
48757,0,0
48857,0,0
48957,0,0
49057,0,0
49157,0,0
49257,0,0
49357,0,0
49457,0,0
49557,0,0
49657,0,0
49757,0,0
49857,0,0
49957,0,0
50057,0,0
50157,0,0
50257,0,0
50357,0,0
50457,0,0
50557,0,0
50657,0,0
50757,0,0
50857,0,0
50957,0,0
51056,0,0
51156,0,0
51256,0,0
51356,0,0
51456,0,0
51556,0,0
51656,0,0
51756,0,0
51856,0,0
51956,0,0
52056,0,0
52156,0,0
52256,0,0
52356,0,0
52456,0,0
52556,0,0
52656,0,0
52756,0,0
52856,0,0
52956,0,0
53056,0,0
53156,0,0
53256,0,0
53356,0,0
53456,0,0
53556,0,0
53656,0,0
53756,0,0
53856,0,0
53956,0,0
54056,0,0
54156,0,0
54256,0,0
54356,0,0
54456,0,0
54556,0,0
54656,0,0
