p:4000,20000,6000,600,8000,4000,2000,8000,70
16318,packet,1,0,0,1,51,8000
20383,packet,1,0,0,1,50,8000
24465,packet,1,0,0,1,50,8000
28518,packet,1,0,0,1,51,8000
32585,packet,1,0,0,1,51,8000
36663,packet,1,0,0,1,51,8000
40720,packet,1,0,0,1,51,8000
44785,packet,1,0,0,1,50,8000
48865,packet,1,0,0,1,50,8000
52925,packet,1,0,0,1,50,8000
73841,packet,1,0,0,1,51,8000
78684,packet,1,0,0,1,51,8000
82750,packet,1,0,0,1,51,8000
87017,packet,1,0,0,1,51,8000
91092,packet,1,0,0,1,51,8000
95158,packet,1,0,0,1,50,8000
99225,packet,1,0,0,1,50,8000
103300,packet,1,0,0,1,50,8000
107363,packet,1,0,0,1,50,8000
129692,packet,1,0,0,1,50,8000
186231,packet,1,0,0,1,57,8000
243206,packet,1,0,0,1,51,8000
247279,packet,1,0,0,1,50,8000
251354,packet,1,0,0,1,50,8000
255602,packet,1,0,0,1,50,8000
259686,packet,1,0,0,1,51,8000
263753,packet,1,0,0,1,50,8000
267820,packet,1,0,0,1,50,8000
271882,packet,1,0,0,1,50,8000
275960,packet,1,0,0,1,50,8000
280023,packet,1,0,0,1,50,8000
296263,packet,1,0,0,1,54,8000
301376,packet,1,0,0,1,59,8000
306385,packet,1,0,0,1,51,8000
310456,packet,1,0,0,1,51,8000
314516,packet,1,0,0,1,51,8000
318769,packet,1,0,0,1,51,8000
322837,packet,1,0,0,1,51,8000
327719,packet,1,0,0,1,52,8000
331785,packet,1,0,0,1,52,8000
335852,packet,1,0,0,1,52,8000
358668,packet,1,0,0,1,54,8000
362744,packet,1,0,0,1,52,8000
366813,packet,1,0,0,1,52,8000
370885,packet,1,0,0,1,52,8000
374958,packet,1,0,0,1,52,8000
379024,packet,1,0,0,1,52,8000
383092,packet,1,0,0,1,53,8000
387161,packet,1,0,0,1,53,8000
391231,packet,1,0,0,1,52,8000
395301,packet,1,0,0,1,52,8000
416106,packet,1,0,0,1,50,8000
420190,packet,1,0,0,1,51,8000
424257,packet,1,0,0,1,50,8000
428305,packet,1,0,0,1,50,8000
432394,packet,1,0,0,1,50,8000
437300,packet,1,0,0,1,50,8000
441360,packet,1,0,0,1,50,8000
445433,packet,1,0,0,1,50,8000
449693,packet,1,0,0,1,50,8000
453771,packet,1,0,0,1,50,8000
475151,packet,1,0,0,1,59,8000
479963,packet,1,0,0,1,59,8000
533470,packet,1,0,0,1,66,8000
538290,packet,1,0,0,1,66,8000
