p:4000,20000,6000,600,8000,4000,2000,8000,100
19035,1,1
19135,1,1
19235,1,1
19335,1,1
19435,1,1
19535,1,1
19635,1,1
19735,1,1
19835,1,1
19935,1,1
20035,1,1
20135,1,1
20235,1,1
20335,1,1
20435,1,1
20535,1,1
20635,1,1
20735,1,1
20835,1,1
20935,1,1
21035,1,1
21135,1,1
21235,1,1
21335,1,1
21435,1,1
21535,1,1
21636,1,1
21736,1,1
21836,1,1
21936,1,1
22036,1,1
22136,1,1
22236,1,1
22336,1,1
22436,1,1
22536,1,1
22636,1,1
22736,1,1
22836,1,1
22936,1,1
23032,1,1
23132,1,1
23232,1,1
23332,1,1
23432,1,1
23532,1,1
23632,1,1
23732,1,1
23832,1,1
23932,1,1
24032,1,1
24132,1,1
24232,1,1
24332,1,1
24432,1,1
24533,1,1
24633,1,1
24733,1,1
24833,1,1
24933,1,1
25033,1,1
25133,1,1
25233,1,1
25333,1,1
25433,1,1
25533,1,1
25633,1,1
25733,1,1
25833,1,1
25933,1,1
26033,1,1
26133,1,1
26233,1,1
26333,1,1
26433,1,1
26533,1,1
26633,1,1
26733,1,1
26833,1,1
26933,1,1
27029,1,1
27129,1,1
27229,1,1
27329,1,1
27429,1,1
27529,1,1
27629,1,1
27729,1,1
27829,1,1
27929,1,1
28029,1,1
28129,1,1
28229,1,1
28329,1,1
28429,1,1
28529,1,1
28629,1,1
28729,1,1
28829,1,1
28929,1,1
29029,1,1
29129,1,1
29229,1,1
29329,1,1
29429,1,1
29529,1,1
29629,1,1
29729,1,1
29829,1,1
29929,1,1
30029,1,1
30129,1,1
30229,1,1
30329,1,1
30429,1,1
30529,1,1
30629,1,1
30729,1,1
30829,1,1
30929,1,1
31029,1,1
31129,1,1
31229,1,1
31329,1,1
31429,1,1
31529,1,1
31629,1,1
31729,1,1
31829,1,1
31929,1,1
32050,0,0
32150,0,0
32250,0,0
32350,0,0
32450,0,0
32551,0,0
32651,0,0
32751,0,0
32851,0,0
32951,0,0
33051,0,0
33151,0,0
33251,0,0
33351,0,0
33451,0,0
33551,0,0
33651,0,0
33751,0,0
33851,0,0
33951,0,0
34051,0,0
34151,0,0
34251,0,0
34351,0,0
34451,0,0
34551,0,0
34651,0,0
34751,0,0
34851,0,0
34951,0,0
35051,0,0
35151,0,0
35251,0,0
35351,0,0
35452,0,0
35552,0,0
35652,0,0
35752,0,0
35852,0,0
35952,0,0
36052,0,0
36152,0,0
36252,0,0
36352,0,0
36452,0,0
36552,0,0
36652,0,0
36752,0,0
36852,0,0
36952,0,0
37052,0,0
37152,0,0
37252,0,0
37352,0,0
37452,0,0
37552,0,0
37652,0,0
37752,0,0
37852,0,0
37952,0,0
38052,0,0
38152,0,0
38252,0,0
38353,0,0
38453,0,0
38553,0,0
38653,0,0
38753,0,0
38853,0,0
38953,0,0
39053,0,0
39153,0,0
39253,0,0
39353,0,0
39453,0,0
39553,0,0
39653,0,0
39753,0,0
39853,0,0
39953,0,0
40053,0,0
40153,0,0
40253,0,0
40353,0,0
40453,0,0
40553,0,0
40653,0,0
40753,0,0
40853,0,0
40953,0,0
41053,0,0
41153,0,0
41253,0,0
41353,0,0
41453,0,0
41553,0,0
41653,0,0
41753,0,0
41853,0,0
41953,0,0
42053,0,0
42153,0,0
42253,0,0
42353,0,0
42453,0,0
42553,0,0
42653,0,0
42753,0,0
42853,0,0
42953,0,0
43053,0,0
43153,0,0
43253,0,0
43353,0,0
43453,0,0
43553,0,0
43653,0,0
43753,0,0
43853,0,0
43953,0,0
44053,0,0
44153,0,0
44253,0,0
44353,0,0
44453,0,0
44553,0,0
44653,0,0
44753,0,0
44853,0,0
44953,0,0
45053,0,0
45153,0,0
