DELAY_PING:6000 RSSI_THRESHOLD:50
43528,packet,1,0,0,0,61,8000
49635,packet,1,0,0,0,63,8000
55529,packet,1,0,0,0,65,8000
61494,packet,1,0,0,0,66,8000
67572,packet,1,0,0,0,66,8000
73682,packet,1,0,0,0,66,8000
79553,packet,1,0,0,0,67,8000
85652,packet,1,0,0,0,66,8000
91741,packet,1,0,0,0,68,8000
97634,packet,1,0,0,0,68,8000
122715,packet,1,0,0,0,58,8000
128801,packet,1,0,0,0,58,8000
134692,packet,1,0,0,0,58,8000
140678,packet,1,0,0,0,58,8000
146765,packet,1,0,0,0,58,8000
152762,packet,1,0,0,0,58,8000
158667,packet,1,0,0,0,59,8000
164779,packet,1,0,0,0,58,8000
170665,packet,1,0,0,0,59,8000
176780,packet,1,0,0,0,59,8000
203595,packet,1,0,0,0,50,8000
209470,packet,1,0,0,0,50,8000
215582,packet,1,0,0,0,50,8000
221463,packet,1,0,0,0,50,8000
227569,packet,1,0,0,0,50,8000
233459,packet,1,0,0,0,50,8000
239558,packet,1,0,0,0,50,8000
245666,packet,1,0,0,0,50,8000
251639,packet,1,0,0,0,50,8000
257540,packet,1,0,0,0,50,8000
263512,packet,1,0,0,0,50,8000
269632,packet,1,0,0,0,50,8000
275507,packet,1,0,0,0,50,8000
301187,packet,1,0,0,0,52,8000
307177,packet,1,0,0,0,52,8000
313052,packet,1,0,0,0,51,8000
319244,packet,1,0,0,0,52,8000
325222,packet,1,0,0,0,52,8000
331096,packet,1,0,0,0,52,8000
337209,packet,1,0,0,0,52,8000
343099,packet,1,0,0,0,51,8000
349205,packet,1,0,0,0,52,8000
355294,packet,1,0,0,0,52,8000
361199,packet,1,0,0,0,52,8000
367295,packet,1,0,0,0,52,8000
395067,packet,1,0,0,0,57,8000
400948,packet,1,0,0,0,58,8000
407138,packet,1,0,0,0,58,8000
413016,packet,1,0,0,0,58,8000
419069,packet,1,0,0,0,57,8000
425183,packet,1,0,0,0,56,8000
431065,packet,1,0,0,0,58,8000
437194,packet,1,0,0,0,57,8000
443079,packet,1,0,0,0,57,8000
449203,packet,1,0,0,0,57,8000
476866,packet,1,0,0,0,63,8000
482768,packet,1,0,0,0,63,8000
488871,packet,1,0,0,0,63,8000
494846,packet,1,0,0,0,63,8000
500975,packet,1,0,0,0,63,8000
506857,packet,1,0,0,0,63,8000
512975,packet,1,0,0,0,64,8000
518952,packet,1,0,0,0,65,8000
524846,packet,1,0,0,0,65,8000
530830,packet,1,0,0,0,64,8000
536923,packet,1,0,0,0,63,8000
542829,packet,1,0,0,0,64,8000
548928,packet,1,0,0,0,63,8000
576687,packet,1,0,0,0,60,8000
582661,packet,1,0,0,0,59,8000
588773,packet,1,0,0,0,59,8000
594666,packet,1,0,0,0,59,8000
600766,packet,1,0,0,0,59,8000
606667,packet,1,0,0,0,60,8000
612653,packet,1,0,0,0,59,8000
618752,packet,1,0,0,0,60,8000
624723,packet,1,0,0,0,59,8000
630720,packet,1,0,0,0,59,8000
636809,packet,1,0,0,0,59,8000
642791,packet,1,0,0,0,59,8000
667431,packet,1,0,0,0,85,8000
673528,packet,1,0,0,0,69,8000
679512,packet,1,0,0,0,68,8000
685430,packet,1,0,0,0,70,8000
691518,packet,1,0,0,0,70,8000
697505,packet,1,0,0,0,77,8000
703408,packet,1,0,0,0,75,8000
709494,packet,1,0,0,0,75,8000
715595,packet,1,0,0,0,74,8000
721480,packet,1,0,0,0,75,8000
727596,packet,1,0,0,0,73,8000
733574,packet,1,0,0,0,74,8000
739471,packet,1,0,0,0,74,8000
767364,packet,1,0,0,0,56,8000
773491,packet,1,0,0,0,56,8000
779468,packet,1,0,0,0,56,8000
785360,packet,1,0,0,0,56,8000
791348,packet,1,0,0,0,56,8000
797335,packet,1,0,0,0,56,8000
803448,packet,1,0,0,0,56,8000
809421,packet,1,0,0,0,56,8000
815551,packet,1,0,0,0,56,8000
821431,packet,1,0,0,0,56,8000
827551,packet,1,0,0,0,56,8000
851432,packet,1,0,0,0,53,8000
857562,packet,1,0,0,0,53,8000
863537,packet,1,0,0,0,53,8000
869435,packet,1,0,0,0,53,8000
875554,packet,1,0,0,0,53,8000
881463,packet,1,0,0,0,53,8000
887565,packet,1,0,0,0,53,8000
893547,packet,1,0,0,0,52,8000
899530,packet,1,0,0,0,52,8000
905619,packet,1,0,0,0,52,8000
911529,packet,1,0,0,0,53,8000
