p:4000,20000,6000,600,8000,4000,2000,8000,100
16031,packet,1,0,0,1,57,8000
20028,packet,1,0,0,1,57,8000
24028,packet,1,0,0,1,57,8000
28032,packet,1,0,0,1,56,8000
32038,packet,1,0,0,1,56,8000
36042,packet,1,0,0,1,57,8000
40042,packet,1,0,0,1,57,8000
44047,packet,1,0,0,1,56,8000
48056,packet,1,0,0,1,55,8000
52240,packet,1,0,0,1,55,8000
73606,packet,1,0,0,1,57,8000
77795,packet,1,0,0,1,57,8000
81621,packet,1,0,0,1,57,8000
85635,packet,1,0,0,1,57,8000
89643,packet,1,0,0,1,59,8000
93644,packet,1,0,0,1,59,8000
97665,packet,1,0,0,1,60,8000
101666,packet,1,0,0,1,59,8000
105668,packet,1,0,0,1,59,8000
109668,packet,1,0,0,1,59,8000
129678,packet,1,0,0,1,55,8000
133670,packet,1,0,0,1,55,8000
137667,packet,1,0,0,1,56,8000
141668,packet,1,0,0,1,56,8000
145676,packet,1,0,0,1,56,8000
149680,packet,1,0,0,1,56,8000
153678,packet,1,0,0,1,56,8000
157687,packet,1,0,0,1,55,8000
161678,packet,1,0,0,1,56,8000
165680,packet,1,0,0,1,56,8000
185954,packet,1,0,0,1,80,8000
189960,packet,1,0,0,1,69,8000
193981,packet,1,0,0,1,69,8000
197987,packet,1,0,0,1,69,8000
202074,packet,1,0,0,1,69,8000
206076,packet,1,0,0,1,70,8000
210078,packet,1,0,0,1,71,8000
214077,packet,1,0,0,1,71,8000
218082,packet,1,0,0,1,70,8000
222077,packet,1,0,0,1,75,8000
242899,packet,1,0,0,1,63,8000
246879,packet,1,0,0,1,63,8000
250887,packet,1,0,0,1,63,8000
254886,packet,1,0,0,1,62,8000
258898,packet,1,0,0,1,63,8000
262898,packet,1,0,0,1,63,8000
267086,packet,1,0,0,1,63,8000
270908,packet,1,0,0,1,62,8000
274911,packet,1,0,0,1,61,8000
278927,packet,1,0,0,1,60,8000
299491,packet,1,0,0,1,50,8000
303701,packet,1,0,0,1,50,8000
307711,packet,1,0,0,1,50,8000
311717,packet,1,0,0,1,50,8000
315709,packet,1,0,0,1,50,8000
319719,packet,1,0,0,1,50,8000
323725,packet,1,0,0,1,50,8000
327727,packet,1,0,0,1,50,8000
331918,packet,1,0,0,1,50,8000
335916,packet,1,0,0,1,50,8000
358242,packet,1,0,0,1,52,8000
362239,packet,1,0,0,1,52,8000
366237,packet,1,0,0,1,51,8000
370235,packet,1,0,0,1,51,8000
374293,packet,1,0,0,1,54,8000
378293,packet,1,0,0,1,52,8000
382294,packet,1,0,0,1,51,8000
386301,packet,1,0,0,1,52,8000
390302,packet,1,0,0,1,51,8000
394305,packet,1,0,0,1,52,8000
415894,packet,1,0,0,1,61,8000
419923,packet,1,0,0,1,62,8000
423921,packet,1,0,0,1,59,8000
428021,packet,1,0,0,1,60,8000
431999,packet,1,0,0,1,59,8000
436011,packet,1,0,0,1,59,8000
440018,packet,1,0,0,1,59,8000
444018,packet,1,0,0,1,59,8000
448019,packet,1,0,0,1,59,8000
452020,packet,1,0,0,1,64,8000
456206,packet,1,0,0,1,63,8000
472029,packet,1,0,0,1,50,8000
476018,packet,1,0,0,1,50,8000
480017,packet,1,0,0,1,50,8000
484019,packet,1,0,0,1,50,8000
488019,packet,1,0,0,1,50,8000
492033,packet,1,0,0,1,50,8000
496031,packet,1,0,0,1,50,8000
500025,packet,1,0,0,1,50,8000
504189,packet,1,0,0,1,50,8000
508189,packet,1,0,0,1,50,8000
512193,packet,1,0,0,1,50,8000
533305,packet,1,0,0,1,51,8000
537312,packet,1,0,0,1,51,8000
541320,packet,1,0,0,1,51,8000
545344,packet,1,0,0,1,51,8000
549343,packet,1,0,0,1,52,8000
557348,packet,1,0,0,1,52,8000
561358,packet,1,0,0,1,52,8000
565361,packet,1,0,0,1,52,8000
569373,packet,1,0,0,1,52,8000
573382,packet,1,0,0,1,52,8000
